収集日,2025-09-22

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,27500,14499,40500,20
バトルパートナーズ BOX,11000,7000,35555,24
ロケット団の栄光 BOX,9999,9555,19999,13
熱風のアリーナ BOX,12333,9300,35999,19
超電ブレイカー BOX,15700,13999,44444,11
