収集日,2025-07-13

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,10500,8500,19999,25
ロケット団の栄光 BOX,14990,12000,37300,18
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,12166,10800,35700,16
