収集日,2025-06-10

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,19695,10000,39999,16
バトルパートナーズ BOX,データなし,N/A,N/A,0
ロケット団の栄光 BOX,16800,12555,43800,23
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,19100,9699,40444,18
