収集日,2025-07-20

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15000,11200,39700,21
バトルパートナーズ BOX,データなし,N/A,N/A,0
ロケット団の栄光 BOX,14450,9980,34000,16
熱風のアリーナ BOX,11000,9500,20800,22
超電ブレイカー BOX,12800,11100,35700,14
