収集日,2025-11-22

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13650,12000,35000,22
バトルパートナーズ BOX,9000,5659,26500,25
ロケット団の栄光 BOX,14500,10800,39000,21
熱風のアリーナ BOX,17000,10000,40000,17
超電ブレイカー BOX,18888,6499,44444,5
