収集日,2025-06-01

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,11500,8888,42222,21
ロケット団の栄光 BOX,16556,11999,36000,18
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,11750,8555,38999,22
