収集日,2025-12-15

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14000,12500,32499,17
バトルパートナーズ BOX,12500,8600,25999,25
ロケット団の栄光 BOX,13000,11100,16000,21
熱風のアリーナ BOX,17000,10000,39999,19
超電ブレイカー BOX,18744,6499,26999,6
