収集日,2025-09-25

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,20000,12800,30000,17
バトルパートナーズ BOX,11200,7000,24999,23
ロケット団の栄光 BOX,9999,8200,22000,25
熱風のアリーナ BOX,12333,9600,37000,19
超電ブレイカー BOX,22944,15000,49600,6
