収集日,2025-09-29

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15990,13099,37500,20
バトルパートナーズ BOX,10666,7000,34999,23
ロケット団の栄光 BOX,9999,9450,19000,13
熱風のアリーナ BOX,12278,10000,29900,18
超電ブレイカー BOX,15000,13600,31111,11
