収集日,2025-10-29

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14000,13350,30000,24
バトルパートナーズ BOX,10450,5888,24333,24
ロケット団の栄光 BOX,12800,6500,17000,23
熱風のアリーナ BOX,12211,9490,28900,18
超電ブレイカー BOX,18888,12222,44444,9
