収集日,2025-08-14

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,18000,11500,40000,23
バトルパートナーズ BOX,13800,9400,39999,23
ロケット団の栄光 BOX,11600,9800,34580,25
熱風のアリーナ BOX,11440,9900,27999,24
超電ブレイカー BOX,13200,6999,28999,16
