収集日,2025-06-16

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,27900,19000,41000,18
バトルパートナーズ BOX,11500,7999,37300,24
ロケット団の栄光 BOX,14444,12222,25800,18
熱風のアリーナ BOX,9300,8333,20800,21
超電ブレイカー BOX,データなし,N/A,N/A,0
