収集日,2025-06-18

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,20500,9500,40000,22
バトルパートナーズ BOX,10650,7800,37300,20
ロケット団の栄光 BOX,13000,12200,37300,23
熱風のアリーナ BOX,9500,8277,18499,20
超電ブレイカー BOX,12416,9000,36999,22
