収集日,2025-08-12

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,10500,8000,23800,23
ロケット団の栄光 BOX,11850,9999,35000,24
熱風のアリーナ BOX,11000,9400,16000,24
超電ブレイカー BOX,データなし,N/A,N/A,0
