収集日,2025-05-12

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,16700,8499,46999,18
ロケット団の栄光 BOX,16880,13500,29000,21
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,15450,9400,40399,14
