収集日,2025-06-12

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,20000,10000,39999,23
バトルパートナーズ BOX,12950,7999,29800,24
ロケット団の栄光 BOX,14500,12000,39999,25
熱風のアリーナ BOX,9894,8280,27000,24
超電ブレイカー BOX,15000,9500,32000,18
