収集日,2025-11-07

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14800,12800,39500,19
バトルパートナーズ BOX,11250,9000,24333,18
ロケット団の栄光 BOX,13000,6500,17000,21
熱風のアリーナ BOX,15000,9390,39999,17
超電ブレイカー BOX,16000,14800,31111,10
