収集日,2025-11-16

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13500,10999,26980,22
バトルパートナーズ BOX,10500,5669,19400,23
ロケット団の栄光 BOX,14472,7499,42222,22
熱風のアリーナ BOX,15000,10000,40000,17
超電ブレイカー BOX,18600,6499,44444,9
