収集日,2025-08-09

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,12000,8222,23800,25
ロケット団の栄光 BOX,11700,10000,25000,24
熱風のアリーナ BOX,11111,9777,28000,25
超電ブレイカー BOX,13200,11480,28999,16
