収集日,2025-10-18

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15838,9500,19800,22
バトルパートナーズ BOX,10450,6100,26799,20
ロケット団の栄光 BOX,12916,6500,17000,24
熱風のアリーナ BOX,12500,6300,40000,17
超電ブレイカー BOX,18888,12222,44444,9
