収集日,2025-10-13

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,16000,9499,29999,21
バトルパートナーズ BOX,12250,7000,24333,22
ロケット団の栄光 BOX,12000,8480,21600,25
熱風のアリーナ BOX,13350,9200,33000,22
超電ブレイカー BOX,16666,14808,31111,9
