収集日,2025-08-02

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13000,10699,37500,25
バトルパートナーズ BOX,データなし,N/A,N/A,0
ロケット団の栄光 BOX,12350,10000,35990,24
熱風のアリーナ BOX,11750,9555,25000,22
超電ブレイカー BOX,データなし,N/A,N/A,0
