収集日,2025-12-17

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14000,13000,26000,16
バトルパートナーズ BOX,12500,9000,29500,19
ロケット団の栄光 BOX,13000,11000,17000,21
熱風のアリーナ BOX,17000,10000,39999,19
超電ブレイカー BOX,16500,6499,26999,7
