収集日,2025-09-14

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,16583,14500,31600,22
バトルパートナーズ BOX,11800,7200,27999,25
ロケット団の栄光 BOX,10800,5500,22000,25
熱風のアリーナ BOX,12222,8500,33999,19
超電ブレイカー BOX,16361,13900,31111,16
