収集日,2025-10-30

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14000,13000,27000,24
バトルパートナーズ BOX,10500,5888,25399,24
ロケット団の栄光 BOX,13300,6500,17000,22
熱風のアリーナ BOX,13338,9490,40000,20
超電ブレイカー BOX,18888,12222,44444,9
