収集日,2025-12-05

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15240,9400,48000,14
バトルパートナーズ BOX,9540,8500,21000,24
ロケット団の栄光 BOX,13000,11400,35400,23
熱風のアリーナ BOX,14800,10000,38000,23
超電ブレイカー BOX,18600,6499,31777,7
