収集日,2025-10-02

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15500,13000,37500,11
バトルパートナーズ BOX,11500,7000,34999,20
ロケット団の栄光 BOX,9999,9400,12600,13
熱風のアリーナ BOX,12278,6300,42000,16
超電ブレイカー BOX,15700,13800,31111,11
