収集日,2025-06-05

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,13399,9000,43000,23
ロケット団の栄光 BOX,17080,11000,39999,17
熱風のアリーナ BOX,11900,8499,33800,25
超電ブレイカー BOX,14250,9000,40444,22
