収集日,2025-12-01

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,20000,12300,38000,19
バトルパートナーズ BOX,10145,8500,25999,24
ロケット団の栄光 BOX,15500,11400,39000,19
熱風のアリーナ BOX,14900,10000,37800,21
超電ブレイカー BOX,15333,6499,26999,7
