収集日,2025-10-10

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,17250,14499,37500,18
バトルパートナーズ BOX,12222,7000,24444,23
ロケット団の栄光 BOX,12000,8480,22000,23
熱風のアリーナ BOX,12333,6300,35999,21
超電ブレイカー BOX,16666,14888,31111,9
