収集日,2025-05-23

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,11306,7999,39999,20
ロケット団の栄光 BOX,16556,13000,32222,18
熱風のアリーナ BOX,11500,8000,31999,24
超電ブレイカー BOX,23500,10800,40444,17
