収集日,2025-07-31

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13972,11111,37500,22
バトルパートナーズ BOX,12000,8800,25800,25
ロケット団の栄光 BOX,16400,10000,32222,18
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,13600,7000,35700,13
