収集日,2025-06-02

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,12000,9000,42222,21
ロケット団の栄光 BOX,16111,11999,36000,17
熱風のアリーナ BOX,11950,8900,22999,24
超電ブレイカー BOX,12400,8500,38999,22
