収集日,2025-07-10

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,12500,10999,33100,24
バトルパートナーズ BOX,10999,8450,19999,24
ロケット団の栄光 BOX,13000,11700,37300,20
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,データなし,N/A,N/A,0
