収集日,2025-07-26

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,20000,11499,37500,17
バトルパートナーズ BOX,12000,9600,37300,17
ロケット団の栄光 BOX,13000,10500,32222,17
熱風のアリーナ BOX,10750,9999,15999,16
超電ブレイカー BOX,データなし,N/A,N/A,0
