収集日,2025-08-18

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,10500,8300,24499,23
ロケット団の栄光 BOX,データなし,N/A,N/A,0
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,13600,12000,27000,17
