収集日,2025-12-25

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,18900,12900,30000,20
バトルパートナーズ BOX,10222,8500,29400,25
ロケット団の栄光 BOX,14000,12000,22000,18
熱風のアリーナ BOX,19800,10000,47999,17
超電ブレイカー BOX,18744,6499,26999,6
