収集日,2025-07-11

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13500,10800,33100,23
バトルパートナーズ BOX,10999,8500,27000,25
ロケット団の栄光 BOX,13490,11850,37300,20
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,12066,10800,25900,16
