収集日,2026-01-07

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15000,8999,31111,19
バトルパートナーズ BOX,11400,8500,28800,25
ロケット団の栄光 BOX,14200,8500,28999,23
熱風のアリーナ BOX,15000,10000,49999,17
超電ブレイカー BOX,12350,8500,26999,12
