収集日,2025-09-08

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,18500,14500,49999,20
バトルパートナーズ BOX,12500,9460,21800,20
ロケット団の栄光 BOX,11750,5700,36999,24
熱風のアリーナ BOX,12995,10000,38999,22
超電ブレイカー BOX,17100,14800,44444,16
