収集日,2025-05-25

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,10500,7999,32222,21
ロケット団の栄光 BOX,15700,11100,36000,23
熱風のアリーナ BOX,12350,8250,31999,24
超電ブレイカー BOX,17500,8800,40444,22
