収集日,2025-09-07

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,23500,14222,49999,19
バトルパートナーズ BOX,12000,9222,38500,25
ロケット団の栄光 BOX,12000,5800,28999,23
熱風のアリーナ BOX,12800,10000,35999,23
超電ブレイカー BOX,17200,14800,44444,15
