収集日,2025-12-06

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,22900,12555,36500,18
バトルパートナーズ BOX,11111,8500,39999,25
ロケット団の栄光 BOX,13000,11400,35400,23
熱風のアリーナ BOX,15000,10000,39999,22
超電ブレイカー BOX,18600,6499,31777,7
