収集日,2025-11-21

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,12980,12000,35000,19
バトルパートナーズ BOX,9000,5659,26500,25
ロケット団の栄光 BOX,14500,7499,39000,23
熱風のアリーナ BOX,14800,9600,30998,17
超電ブレイカー BOX,18744,6499,44444,8
