収集日,2025-05-11

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,19500,10500,33999,22
バトルパートナーズ BOX,16000,9980,46999,18
ロケット団の栄光 BOX,データなし,N/A,N/A,0
熱風のアリーナ BOX,11056,8780,32222,24
超電ブレイカー BOX,17500,9400,40444,19
