収集日,2025-09-05

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,29500,15555,49999,17
バトルパートナーズ BOX,12800,9460,38500,25
ロケット団の栄光 BOX,11000,7499,22000,23
熱風のアリーナ BOX,12475,10000,35999,24
超電ブレイカー BOX,17400,14800,26999,9
