収集日,2025-11-02

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14000,13000,26000,24
バトルパートナーズ BOX,11000,5888,24333,23
ロケット団の栄光 BOX,12900,6500,16800,22
熱風のアリーナ BOX,12111,9390,28900,20
超電ブレイカー BOX,17777,15000,31111,8
