収集日,2025-09-18

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15555,14222,37500,19
バトルパートナーズ BOX,9777,7000,16800,24
ロケット団の栄光 BOX,10800,8400,28999,25
熱風のアリーナ BOX,12278,9100,37500,20
超電ブレイカー BOX,16100,13999,44444,13
