収集日,2025-05-13

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,13900,9400,37300,18
ロケット団の栄光 BOX,14888,13000,27777,17
熱風のアリーナ BOX,12800,8700,32222,25
超電ブレイカー BOX,25999,9900,40444,17
