収集日,2025-06-09

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,19695,10000,39999,16
バトルパートナーズ BOX,17500,10000,44800,23
ロケット団の栄光 BOX,16596,12900,45000,18
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,11650,9000,40444,24
