収集日,2025-08-27

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,19900,15000,32000,18
バトルパートナーズ BOX,12000,8400,21800,18
ロケット団の栄光 BOX,11000,9500,25000,21
熱風のアリーナ BOX,12000,10000,35999,23
超電ブレイカー BOX,14900,12000,27000,16
