収集日,2025-06-28

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13600,11500,36000,24
バトルパートナーズ BOX,12000,8222,29000,19
ロケット団の栄光 BOX,データなし,N/A,N/A,0
熱風のアリーナ BOX,10500,8699,26000,21
超電ブレイカー BOX,12650,10000,29999,20
