収集日,2025-08-07

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14250,11500,37000,16
バトルパートナーズ BOX,データなし,N/A,N/A,0
ロケット団の栄光 BOX,11700,10000,25000,19
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,データなし,N/A,N/A,0
