収集日,2025-11-28

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14666,9300,35300,20
バトルパートナーズ BOX,10145,8500,19200,24
ロケット団の栄光 BOX,14000,11400,39000,12
熱風のアリーナ BOX,14999,10000,30000,17
超電ブレイカー BOX,15333,6499,26999,7
