収集日,2025-10-06

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14600,13000,17500,18
バトルパートナーズ BOX,13700,7000,34999,22
ロケット団の栄光 BOX,10900,9200,21200,24
熱風のアリーナ BOX,12111,6300,29900,10
超電ブレイカー BOX,16666,14888,31111,9
