収集日,2025-05-15

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,22000,11300,37300,17
バトルパートナーズ BOX,データなし,N/A,N/A,0
ロケット団の栄光 BOX,15000,13800,25000,17
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,26500,9999,40444,14
