収集日,2025-07-12

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14250,11000,33333,18
バトルパートナーズ BOX,10728,8500,19999,24
ロケット団の栄光 BOX,16800,11850,48000,15
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,11900,10500,27000,20
