収集日,2025-12-22

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,16740,12800,28000,20
バトルパートナーズ BOX,11000,8500,22000,25
ロケット団の栄光 BOX,13940,10800,16800,18
熱風のアリーナ BOX,17000,10000,47999,19
超電ブレイカー BOX,18600,6499,31500,7
