収集日,2025-11-30

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15000,11900,35500,23
バトルパートナーズ BOX,9800,8500,25999,24
ロケット団の栄光 BOX,14800,11400,39000,20
熱風のアリーナ BOX,14900,10000,37800,21
超電ブレイカー BOX,15444,6499,26999,4
