収集日,2025-06-22

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,18999,9999,39390,21
バトルパートナーズ BOX,14999,8299,37300,21
ロケット団の栄光 BOX,13000,10799,32999,23
熱風のアリーナ BOX,9300,8000,26000,20
超電ブレイカー BOX,12800,9000,36999,21
