収集日,2025-10-04

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15000,13000,30500,19
バトルパートナーズ BOX,11500,7000,34999,19
ロケット団の栄光 BOX,9700,8980,11111,13
熱風のアリーナ BOX,12500,10499,29900,19
超電ブレイカー BOX,17777,15000,31111,8
