収集日,2025-08-31

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,30000,14999,47777,11
バトルパートナーズ BOX,13000,9460,22222,22
ロケット団の栄光 BOX,12000,9500,31111,24
熱風のアリーナ BOX,12392,9999,35999,24
超電ブレイカー BOX,15944,12450,28999,10
