収集日,2025-07-21

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14722,10970,39700,22
バトルパートナーズ BOX,12000,8500,27800,18
ロケット団の栄光 BOX,12392,9980,34000,22
熱風のアリーナ BOX,11600,9500,20800,21
超電ブレイカー BOX,データなし,N/A,N/A,0
