収集日,2025-12-03

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15490,12500,29999,18
バトルパートナーズ BOX,9990,5580,25999,21
ロケット団の栄光 BOX,13666,11400,35400,22
熱風のアリーナ BOX,14194,10000,38000,20
超電ブレイカー BOX,18600,6499,31499,7
